transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address,isnull
1040,474,Caitlin Shields,jennifer39@hotmail.com,12/02/2024,1055,Clothing,2112.04,0,0.0,credit,Pending,"57591 Tucker Rest Suite 471
Nathanport, AK 50664",False
1041,58,Karen Acosta,fernandezangela@carlson.com,11/10/2024,1014,Electronics,4514.63,7,31602.41,unknown,unknown,"74438 Megan Springs
Jessicaton, NJ 61914",False
1042,169,Timothy Mitchell,roseaguilar@madden.com,07/01/2025,1049,Toys,2074.56,1,2074.56,CC,Delivered,unknown,False
1043,475,Megan Lindsey,olsondustin@gonzalez-bryant.org,28/10/2024,1083,unknown,382.77,5,1913.85,CC,Pending,"107 Peter Gardens Suite 068
Robinsonport, TX 37769",True
1044,187,Miguel Henry,fguerra@gmail.com,12/07/2024,1007,Toys,3214.93,3,9644.789999999999,Credit Card,Cancelled,"3055 Richard Pine Apt. 405
Smithmouth, NV 87080",False
1045,463,unknown,alanmurphy@hotmail.com,31/12/2023,1030,Electronics,1466.11,2,2932.22,PayPal,Delivered,"44316 Hayes Ranch Apt. 008
Fernandezborough, AZ 34057",False
1046,270,Destiny Reeves,hansendenise@hotmail.com,02/03/2023,1083,Home & Kitchen,1898.13,6,11388.78,creditcard,unknown,"4398 Christina Street Apt. 900
East Aaron, MD 61685",False
1047,189,Christopher Nelson,benderjason@luna.com,2024-02-30,1049,Home & Kitchen,666.68,8,5333.44,credit,unknown,"PSC 7563, Box 3932
APO AA 86529",False
1048,445,Michele Williams,ishort@jones-moreno.org,08/05/2023,1089,Clothing,2545.92,8,20367.36,CC,Cancelled,"526 Spencer Roads Apt. 711
Benjaminside, MO 66205",False
1049,174,Crystal Webb,carolinejones,17/03/2024,1016,Toys,1766.69,2,3533.38,Credit Card,Delivered,"07021 Smith Hills
East Richardshire, MT 15990",False
1050,445,Claudia Knight,twilson@young.com,06/07/2024,1051,Home & Kitchen,2365.52,1,2365.52,credit,Processing,unknown,False
1051,50,Courtney Ross,peter47@hotmail.com,16/01/2024,1072,Home & Kitchen,206.21,1,206.21,PayPal,Shipped,unknown,True
1052,363,Walter Martin,bennettmeghan@yahoo.com,03/09/2024,1082,Toys,1848.09,3,5544.2699999999995,credit,Returned,unknown,True
1053,54,Katie Blevins,maria67@savage.com,07/03/2024,1092,Books,4012.0,9,36108.0,Credit Card,Cancelled,"289 Vaughn Ramp
East Andreaton, DC 04496",False
1054,243,Jessica Roach,kaitlynrodriguez@adams.com,28/11/2023,1080,Home & Kitchen,3470.91,6,20825.46,Bank Transfer,unknown,"34099 Decker Glen
Garciamouth, CT 87019",False
1055,319,Stephen Weber,nmitchell@gmail.com,28/12/2023,1083,unknown,4481.93,8,35855.44,creditcard,Pending,"998 Matthew Lodge
Julieburgh, VT 55050",False
1056,130,Danny Sanchez,andrewmosley@gonzalez.com,12/04/2023,1042,Electronics,2280.85,3,6842.549999999999,CC,Delivered,"Unit 1539 Box 4210
DPO AP 84278",False
1057,484,Gavin Santiago,brendathomas,26/11/2023,1017,Clothing,4105.1,8,32840.8,creditcard,Shipped,"152 Dean Fields
Patriciatown, UT 03406",False
1058,306,Victor Bartlett,ahernandez,2024-02-30,1063,Home & Kitchen,3308.44,1,3308.44,PayPal,Returned,"1197 Dixon Harbor
East Cassandra, MO 89584",False
1059,134,Justin Smith,cmays@crawford.com,05/11/2023,1045,unknown,1846.67,5,9233.35,Debit Card,Pending,"Unit 8934 Box 0041
DPO AP 92257",False
1060,20,Suzanne Orozco,timothywoods@gmail.com,13/05/2024,1077,unknown,1938.98,4,7755.92,PayPal,Delivered,"465 Taylor Curve Suite 197
South David, WI 73795",False
1061,328,George Tran,hernandezcory@hicks-waller.com,05/04/2023,1007,Home & Kitchen,4180.26,4,16721.04,PayPal,Shipped,"1490 Sheila Rapids
Port Ashleytown, SC 05232",False
1062,166,Christine Holmes,robinsonalexis@porter.com,01/05/2024,1027,Books,3381.08,2,6762.16,PayPal,Cancelled,"392 Jones Plains Suite 240
Port Caleb, ID 61506",False
1063,273,Brenda Howard,amber84@yahoo.com,28/01/2024,1010,Electronics,82.41,8,659.28,Bank Transfer,Shipped,"0433 Christine Key
South James, ID 97496",False
1064,387,Kristen Lopez,chelsea76@yahoo.com,06/11/2023,1034,Clothing,3035.27,0,0.0,CC,Cancelled,"1672 Jones Keys
West Patriciahaven, ND 63816",False
1065,88,Kenneth Smith,karen98@gonzalez.com,05/11/2024,1036,Home & Kitchen,110.18,6,661.08,Credit Card,Processing,"1147 Mckee Lakes
Barnesstad, HI 03530",False
1067,13,Jennifer Shepherd,awilliams@gmail.com,01/05/2023,1006,Toys,371.16,5,1855.8000000000002,Debit Card,Shipped,"1563 Megan Grove Apt. 229
Rivashaven, KY 42599",False
1068,241,Glenda Turner,ernest70@mayer.info,06/03/2023,1024,unknown,1144.69,8,9157.52,Credit Card,Returned,"PSC 9563, Box 2314
APO AE 73422",False
1069,264,Kristy Hodges,fraziercindy@gmail.com,15/10/2024,1018,unknown,1552.12,1,1552.12,credit,Shipped,"367 Cory Square
Lake Daniel, SC 46296",True
1070,345,Julie Rivas,wilsondavid@gmail.com,17/11/2024,1087,Home & Kitchen,3503.77,9,31533.93,credit,Delivered,"5169 Scott Springs
Jacobhaven, NH 14131",False
1071,52,Derrick Johnson,williamsmichael@meadows.org,15/07/2023,1006,Home & Kitchen,386.13,2,772.26,credit,Pending,"3471 Gibson Lakes Apt. 531
North Melissaville, RI 58072",False
1072,385,Heather Greene,welchkristen@smith-downs.com,24/05/2024,1029,Toys,3086.34,3,9259.02,Credit Card,Pending,"491 Sandra Parkway Apt. 532
New Jennifermouth, WV 55369",True
1075,366,Robert Williams,sheppardscott@yahoo.com,2024-02-30,1081,unknown,1300.7,7,9104.9,unknown,Cancelled,"055 Evans Wells Apt. 430
South Garrett, WI 75903",False
1076,443,Harold Jones,rickeywilson@hotmail.com,29/05/2024,1046,Clothing,2273.8,1,2273.8,CC,Delivered,"958 Amanda Wall
South Saraport, CT 60777",False
1077,454,Mr. Mark Larson,johnrobinson@gmail.com,01/09/2024,1024,Electronics,4585.22,4,18340.88,credit,Cancelled,"795 Juan Overpass Apt. 770
Chambersberg, VA 10966",True
1078,427,Jason Nelson,matthew87@yahoo.com,21/05/2024,1075,Clothing,772.65,3,2317.95,Bank Transfer,Returned,"720 Liu Loop Apt. 030
Bakerview, GA 86653",True
1079,263,John Goodwin,gardnermichelle,06/02/2024,1026,Books,1333.78,9,12004.02,Credit Card,Processing,"84486 James Union Suite 803
Port Shelbybury, AR 22459",False
1080,430,Terry Mason,yburnett,19/10/2023,1098,Electronics,2531.34,7,17719.38,credit,Pending,unknown,False
1082,205,Juan Orr,jamesgibson@cannon.com,04/02/2024,1003,Clothing,396.24,9,3566.16,Bank Transfer,unknown,"10663 Zavala Burg
Lake Richardstad, OH 36367",False
1083,80,Andrew Smith,regina63@gmail.com,27/07/2024,1075,Toys,3926.11,4,15704.44,Credit Card,Delivered,"69579 Martinez Spurs Suite 657
East Travisview, RI 02658",True
1084,419,Devin Trujillo,michaelvaughan@brown.info,2024-02-30,1038,Books,681.8,1,681.8,Credit Card,Delivered,"5582 Dillon Harbor
Port Marcia, NE 01524",True
1085,49,Wanda Williams,michael45@gmail.com,09/05/2023,1061,unknown,4148.0,1,4148.0,Debit Card,unknown,"615 Hernandez Parkways Suite 332
Randyside, CT 33087",False
1086,359,James Murphy,zacharywilson,12/07/2023,1078,Toys,2341.4,5,11707.0,CC,Delivered,"926 Dawn Oval
Natashaside, PA 62881",False
1087,387,Ronald Delgado,jordangould@yahoo.com,20/12/2024,1051,Electronics,2320.44,4,9281.76,unknown,Pending,"PSC 1387, Box 9130
APO AP 12210",False
1088,1,Nicholas Rogers,jmcdaniel,16/01/2025,1090,unknown,2278.35,5,11391.75,creditcard,Returned,"USS Hunter
FPO AA 67757",False
1089,389,Jennifer Wood,williamsonariel@casey.biz,2024-02-30,1048,Toys,2022.86,5,10114.3,unknown,Returned,"43458 Amanda Burg Suite 506
New Claudia, LA 42043",False
1090,53,Julia Ortiz,dfitzgerald@gmail.com,24/10/2023,1021,Books,80.8,5,404.0,unknown,Cancelled,"401 William Mount Suite 114
Lake Thomas, MD 67822",False
1091,105,Sean Keller,jasonmurphy@gmail.com,27/03/2024,1054,Home & Kitchen,2185.73,9,19671.57,PayPal,Pending,"490 Mary Trail Apt. 292
Williamberg, WA 48982",False
1092,259,unknown,stevenkelly@hotmail.com,2024-02-30,1056,Home & Kitchen,2253.01,4,9012.04,Debit Card,Processing,"46942 Ramos Skyway
North Susanshire, KY 02771",False
1093,309,Candace Hopkins,michaelbecker@hotmail.com,25/12/2023,1094,Electronics,1943.55,9,17491.95,creditcard,Delivered,"0865 Nicole Place Suite 716
Newtonfurt, SC 52061",False
1094,476,Brooke Dixon,stevenmata@hotmail.com,15/09/2024,1059,Home & Kitchen,4622.85,9,41605.65,credit,Delivered,"USCGC Black
FPO AA 32352",False
1095,190,Peter Chen,james64@yahoo.com,09/01/2024,1072,Toys,71.98,9,647.82,credit,Processing,"179 Clark Prairie
Catherinemouth, WV 67567",False
1097,217,Kristie Rose,marymcpherson@nguyen-mason.com,14/10/2024,1020,unknown,1111.15,8,8889.2,unknown,Cancelled,"548 Moore Manors
Thomasfort, WA 39572",False
1098,43,Lisa Velez,youngsean@gmail.com,30/05/2024,1096,Books,296.09,5,1480.4499999999998,CC,Delivered,"3186 Elizabeth Common Suite 456
Larsonchester, DE 27832",True
1099,161,Stephanie Roman,xmoody@gmail.com,28/07/2024,1086,Electronics,4372.71,7,30608.97,unknown,Delivered,"924 Brett Rest Apt. 032
East Bethany, WV 93865",False
1100,201,Kristine Davis,ashley44@daniels-santana.com,23/01/2025,1059,unknown,49.95,4,199.8,creditcard,Processing,"USS Sharp
FPO AP 92307",False
1101,445,Morgan Curry,tracy15@burgess.com,10/09/2024,1071,Electronics,2037.08,3,6111.24,CC,Pending,"542 Diane Bypass
Rebeccashire, AK 15906",False
1102,483,Robert Robles,brenda36@king.com,30/05/2024,1009,Clothing,1491.91,5,7459.55,Debit Card,Processing,"01852 Martin Mountain
North Jenniferfurt, RI 94820",True
1104,350,Gabriella Martin,vargaschristine@yahoo.com,04/09/2023,1029,Electronics,2623.15,8,20985.2,creditcard,Processing,"6783 Singh Prairie Suite 317
Ramirezshire, MD 57772",False
1105,303,Sheryl Johnson,jasmine76@hotmail.com,08/06/2023,1063,Home & Kitchen,194.69,9,1752.21,Credit Card,Processing,"951 Owens Crescent Suite 277
North Stevenshire, NM 53918",False
1106,270,Danielle Mccoy,tmorgan@clark.net,12/12/2024,1072,Clothing,2412.52,6,14475.119999999999,unknown,Processing,"4869 John Spur Suite 820
South Suzanne, AR 08105",False
1107,455,Shannon Davis,tara74@yahoo.com,17/05/2023,1056,Books,2264.31,4,9057.24,credit,Pending,"47811 Hicks Rapid
Lake Rachelview, ID 63117",False
1109,214,Daniel Carter,lkane@johnson.org,28/11/2024,1035,Toys,1603.95,0,0.0,unknown,Delivered,"462 Nichole Mews Suite 659
South Morgan, OR 40957",False
1110,251,unknown,alexandra18,2024-02-30,1003,Clothing,3272.88,0,0.0,Bank Transfer,unknown,"114 Holland Village
Mariehaven, AK 04649",False
1111,189,Kristen Wright,cwilliams@hotmail.com,26/10/2023,1007,Electronics,4838.86,6,29033.159999999996,PayPal,Processing,"PSC 8311, Box 6245
APO AA 62455",False
1112,295,Karen Ford,arthurnguyen@fletcher-wagner.biz,16/08/2023,1027,Home & Kitchen,4991.18,3,14973.54,unknown,unknown,"25832 Bowen Walks Apt. 888
Port Leslie, MI 52479",False
1113,212,Andrew Frazier,james88@tucker.com,08/10/2023,1001,Toys,960.1,9,8640.9,Bank Transfer,Shipped,"1080 Kelly Grove
Wilsonfurt, WV 93469",False
1114,207,Jasmine Torres,crystalholder@gmail.com,20/05/2023,1091,unknown,2432.79,2,4865.58,creditcard,Delivered,"01359 Kayla Crossroad
Katieborough, VA 75039",True
1115,236,Susan Long,arodriguez@hotmail.com,14/02/2025,1080,unknown,2642.6,2,5285.2,Debit Card,Cancelled,unknown,False
1116,337,Nichole Wallace,pinedasonya@cunningham.info,2024-02-30,1071,Clothing,3621.33,2,7242.66,Bank Transfer,unknown,"43628 William Curve Suite 872
North Lisastad, VA 71753",True
1117,366,Eric Pruitt,amyjackson@casey-russell.net,24/10/2024,1044,unknown,529.96,8,4239.68,Debit Card,Cancelled,"PSC 9107, Box 5643
APO AE 87656",False
1118,52,Nicholas Burke,larrymcdaniel@yahoo.com,10/10/2024,1087,unknown,796.47,4,3185.88,unknown,unknown,"3950 Allen Pike
Potterville, VT 73493",True
1119,279,Andrew Harrison,barneskatie@hoffman-duran.com,16/10/2024,1041,Home & Kitchen,1558.63,5,7793.150000000001,Debit Card,Cancelled,"Unit 5696 Box 9202
DPO AA 92783",False
1120,409,Michelle Travis,steven92@hotmail.com,03/12/2023,1075,Home & Kitchen,58.94,9,530.46,Bank Transfer,Processing,"5261 Randy Branch
New Jeffreyport, MS 32454",False
1121,216,Alexandra Torres,thompsonjoshua@schmidt.org,06/06/2024,1042,Home & Kitchen,570.78,2,1141.56,CC,unknown,"2708 Rodriguez Springs
Crossburgh, TN 76067",False
1122,251,unknown,mosscraig@nolan.biz,06/11/2023,1033,Electronics,2461.88,6,14771.28,PayPal,Cancelled,"USS Eaton
FPO AP 65230",False
1123,187,Gregory Austin,rachel61@jenkins-washington.info,10/12/2024,1050,unknown,2921.71,1,2921.71,Credit Card,Shipped,"241 David Hills Suite 000
New David, ID 66987",False
1124,379,Gina Smith,lisa55@gmail.com,12/09/2023,1063,unknown,3829.43,2,7658.86,Credit Card,Pending,"2293 Julia Creek
East Christineton, PA 49090",True
1125,492,Tara Hodge,shawn29@hoffman.com,27/08/2023,1037,unknown,2396.12,3,7188.36,PayPal,Cancelled,"27620 Benitez Inlet Suite 876
Davisport, WV 72428",False
1126,40,Christopher Jones,xhill,26/12/2023,1059,Books,3762.91,9,33866.19,credit,Pending,"5803 Bowen Valleys
Changfurt, CO 54753",False
1127,156,Robert Phillips,jenniferfranklin@yahoo.com,26/06/2023,1081,Home & Kitchen,2772.86,3,8318.58,Credit Card,Pending,"51019 Delgado Creek
West Erikaburgh, WA 14228",False
1128,14,Lacey Jenkins,pamelaberry@castaneda.com,07/10/2023,1099,Toys,3821.0,2,7642.0,creditcard,Delivered,"1439 Keith Courts Suite 789
Shanefurt, CT 66548",False
1130,64,Raven Walsh,larry31@gmail.com,30/10/2023,1005,Toys,991.26,5,4956.3,credit,Shipped,"PSC 0836, Box 5305
APO AP 29001",True
1131,344,Jeremiah Kim,elizabeth05@jones.com,2024-02-30,1048,Electronics,3682.59,1,3682.59,unknown,Pending,"3733 Frank Locks
Murphyberg, MD 23748",False
1132,326,Shannon Parker,onichols,07/04/2023,1096,Electronics,3282.73,1,3282.73,Bank Transfer,Returned,"028 Steven Cove
East Danashire, MD 64454",True
1133,8,Teresa Garcia,holly70@hotmail.com,05/06/2024,1003,unknown,2860.28,1,2860.28,creditcard,Processing,"846 Toni Fall Apt. 841
West Benjamin, OR 36728",False
1135,128,Natasha Robinson,annette74@nguyen.org,20/09/2024,1062,unknown,3132.36,3,9397.08,credit,Cancelled,"46002 Daniel Roads
East Peter, FL 68593",False
1136,491,Elizabeth Anderson,theresa30,23/03/2023,1099,Books,2530.75,4,10123.0,credit,Pending,"769 Patrick Squares Suite 336
New Makaylaside, MS 07081",True
1137,135,Timothy Bailey,qcobb@hotmail.com,04/03/2024,1014,Electronics,1534.45,7,10741.15,creditcard,Cancelled,"575 Christine Drives
Lake Kimberlyville, AK 62053",False
1138,471,Gail Williams,kellymarissa@fletcher.com,09/08/2023,1063,Electronics,1200.1,8,9600.8,creditcard,Cancelled,"279 Meadows Valleys
Port Aaronstad, IN 42370",False
1139,62,Martin Rodgers,charlesgarner@gmail.com,24/03/2023,1061,Toys,4103.24,5,20516.199999999997,credit,Returned,"916 Stephens Meadow
Brownburgh, NM 11189",False
1140,138,George Spence,davisashley@hensley.com,26/12/2024,1031,Electronics,2545.09,2,5090.18,credit,Pending,"5745 Joseph Branch
Port David, GA 88047",True
1141,498,Stephen Perez,ybutler@hotmail.com,16/03/2024,1095,Books,3655.99,2,7311.98,Debit Card,Pending,"5475 Kelly Key Suite 679
Silvaburgh, CT 93728",True
1142,80,Ashley Meyer,louis07@gmail.com,23/09/2023,1017,Books,3686.63,4,14746.52,CC,unknown,"7048 Morrison Run
Port Laura, MD 01309",True
1143,391,Jerry Rice,ocastillo@yahoo.com,29/06/2023,1024,Books,4323.38,3,12970.14,credit,Processing,"52854 Dana Gateway Suite 180
Lake Donnaborough, IA 17340",True
1144,162,Kyle Adams,landrymadison@kirk.com,15/03/2024,1023,Clothing,2195.35,5,10976.75,creditcard,unknown,"9316 Tanya Mountains
New Spencerbury, AR 09337",False
1145,418,Christopher Russell,lopezsusan@yahoo.com,22/01/2025,1082,Books,3122.84,8,24982.72,CC,Delivered,"79237 Padilla Village Suite 759
Kerrstad, IA 98102",False
1146,288,Brett Hayes,wfrancis@hotmail.com,01/09/2024,1050,Books,3782.39,8,30259.12,credit,Cancelled,"585 Huang Prairie Suite 447
Lake Marissaland, IN 34970",False
1147,378,Jade Cross,qyoung@kim-johnson.info,18/03/2023,1078,Clothing,4525.28,7,31676.96,Bank Transfer,Returned,"2294 Meredith Passage
Carrieborough, GA 44911",False
1148,260,James Heath,emilyphillips@yahoo.com,04/10/2024,1079,unknown,1734.6,2,3469.2,unknown,unknown,"496 Leach Parks Suite 360
East Jason, ME 22625",False
1149,489,Jill Brown,nsimpson@meyer.com,24/04/2024,1079,Home & Kitchen,1785.17,6,10711.02,CC,Pending,"58802 Cox Lane
New Gwendolyn, NM 98142",False
1150,230,Kerry Rios,robert28@johnson-reed.com,02/09/2023,1070,Electronics,4809.63,3,14428.89,Bank Transfer,Delivered,"87227 Baxter Shores Suite 282
Youngfurt, MA 44936",False
1151,40,Lisa Garrett,nguyentony@gmail.com,04/02/2025,1027,Books,2283.22,0,0.0,Credit Card,Returned,"873 William Islands
South Christopher, NE 38518",False
1152,27,Ronald Austin,jennabanks@yahoo.com,04/05/2024,1015,Electronics,1626.9,4,6507.6,creditcard,Shipped,"6133 Reynolds Flat Suite 464
Amandaville, KY 10930",False
1153,134,Michael Burns,rebecca22@gmail.com,19/06/2023,1050,Toys,678.06,4,2712.24,Debit Card,Pending,"54724 Alexis View Suite 715
North Jamie, KS 77918",True
1154,200,Heather Chang,ostrong@hotmail.com,05/03/2024,1036,Electronics,2430.06,4,9720.24,Debit Card,Pending,"USCGC Bell
FPO AP 87430",True
1155,327,Eric Smith,allentara@torres.biz,04/02/2025,1008,unknown,2359.48,1,2359.48,unknown,Shipped,"7064 Brian Course
Lake Lisahaven, AK 43622",False
1156,267,Brad Gallegos,melissawood@austin.com,17/12/2024,1079,Clothing,728.94,2,1457.88,credit,Cancelled,"38052 Christina Valleys
Laurenfurt, UT 61229",False
1157,417,Joseph Hamilton,zmartinez@waters.com,06/03/2023,1003,Electronics,4573.06,2,9146.12,Bank Transfer,Cancelled,"55377 Mullen Burgs
Leahhaven, TX 49556",False
1158,32,Kyle Myers,djones,26/11/2023,1062,Electronics,3788.34,8,30306.72,Credit Card,unknown,"818 Meadows Viaduct
Gregoryborough, MT 28740",False
1159,47,William Williams,jimmyjohnson@yahoo.com,03/07/2024,1047,Electronics,4049.8,0,0.0,Bank Transfer,unknown,"USNS Campbell
FPO AP 44438",False
1160,406,Jose Peters,hendersonbryan@hotmail.com,22/11/2024,1077,Home & Kitchen,1318.87,4,5275.48,creditcard,Pending,"738 Nicole Mount
New Kristen, TX 05937",False
1161,61,Whitney Palmer,ooconnor@lee.com,24/03/2023,1098,Home & Kitchen,2330.2,2,4660.4,creditcard,Processing,"956 Jackson Port Apt. 567
Abbottburgh, AK 70616",False
1162,215,Charles Wallace,amystone@barajas.com,30/10/2023,1088,Toys,3672.88,8,29383.04,credit,Pending,"99567 Tyler Plains
Brandonfurt, ID 93884",False
1163,292,Scott Powell,edward37@gmail.com,10/01/2025,1096,Clothing,4375.56,9,39380.04,credit,unknown,"650 Anna Ranch Apt. 422
North Nicholasfort, VA 04217",False
1164,98,Christopher Walton,browncasey@yahoo.com,28/08/2024,1061,Electronics,4575.84,5,22879.2,creditcard,Shipped,"42504 Walters Causeway Suite 795
South Christopherton, AK 15875",True
1165,171,John Adams,cparker@rocha.com,2024-02-30,1032,Electronics,2456.02,3,7368.0599999999995,PayPal,unknown,"13479 Nicole Lakes
Damonmouth, AL 25937",False
1166,359,Joseph Rogers,mariaryan@davis-anderson.org,22/08/2024,1094,Electronics,3802.76,7,26619.32,creditcard,Pending,"216 Adams Square
Lake Christopher, MA 74290",False
